,TG,TPO,DIO1,DIO2,TSHR,SLC5A5,SLC26A4,NKX2-1,TTF1,FOXE1,PAX8,HNF1A,HNF1B,THRB,BRAF,RET,NRAS,HRAS,KRAS,PIK3CA,PTEN,TP53,TERT,AKT1,MAPK1,MAP2K1,NIS,GALECTIN3,HBME1,CITED1,TFF3,KRT19,KRT7,FN1,VIM,ZEB1,ZEB2,SNAI1,SNAI2,TWIST1,PD1,PDL1,PDL2,CTLA4,CD8A,CD45,MKI67,PCNA,TOP2A,CCNB1,CCND1,VEGFA,VEGFB,KDR,FLT1,STAT3,NFKB1,IL6,CXCL8,PPARG,CDH1,Subtype,Source
0,3.4792618340747667,3.2838382389188903,3.4427351350914677,3.7214610008765368,3.4365469800400184,3.3381090988724598,3.628841899679164,3.4372237574118203,3.0829117826189796,3.39156673316756,3.2591054929955607,3.1347946748836195,3.4121399910205925,2.3589812206201857,2.43632797192517,2.8392680376029413,2.696161521001398,3.0825954728918044,2.730740780577058,2.556195045349209,3.3502812726794744,2.9375959094292137,3.018152063087959,2.551608967427122,2.8446720570311324,3.0296973872226953,2.649272765962366,3.098208485770595,2.827624342162929,2.918855487298251,2.8272987644128196,3.4300734404541475,2.996344301154617,2.681096949807136,3.2069271982024152,2.624974560412634,3.0554204750715543,2.339278458252028,2.586817797691426,3.052292740509425,3.1870867504988185,3.045626864526336,2.968372363781688,2.916160259519302,2.5316227561331623,2.790820756644095,2.8696822928882515,3.2608812816712094,3.090078948217855,2.421005048095325,3.085106091779209,2.8918811990164768,2.804181007830577,3.156641645738642,3.2549717915906977,3.2321879939173215,2.7529998029246943,2.913833698760203,3.0869357619355746,3.242346058488257,2.8641838944409845,Normal,GSE33630
1,2.876831146577533,3.5035048418961385,3.388126129419598,3.3865692241834346,3.3251286245387317,2.932132358307892,3.2963198925805717,3.206631853649386,3.5618341978311734,3.1460908168981603,3.1173910194268277,3.023058202304811,3.352317129261265,3.086295766139105,2.8490704520934838,3.1325605813604813,3.026023861914782,3.2407672928258173,2.7963735580955267,2.908526026895999,2.8898313041198302,2.537228361427332,3.0779574031647345,3.0689429725857384,3.001382554554014,2.935105027513944,2.5550661235363887,2.881475121674836,2.9041812157999605,2.7648098425800818,2.9556980595559037,3.1053556285529456,3.436865268438439,3.046467786769771,3.0680388416690105,2.979720112608009,2.3566630805117517,2.9928099687007848,3.016201281577186,3.547803076975096,2.9470037587032247,3.079347560906363,2.9905795921006,2.6431595908511523,3.2801002718790278,3.1902829151023346,3.1995228339297648,2.730296236826872,3.336881977309808,2.5600358491286923,3.150606082633293,3.4964218828268874,2.7035870203783485,2.8380549012774123,3.026707484497692,2.856943178702955,2.5043673846577903,3.0184284476452494,2.6795464038316927,3.1227370913935717,2.727019419503002,Normal,GSE33630
2,3.723479718245614,3.489404499277032,3.5164592490861764,3.523144542317483,3.2936145243723085,3.41829061234963,3.3672443098420226,3.0075651474648986,3.6064721315670893,3.3173138533344857,2.954937353271236,3.541286807266456,2.8287016226620767,3.1985926724560017,3.2836097029522353,2.7589377130355537,3.2395606019983045,3.10754918156335,3.206813586955993,3.4389833531335836,2.9320456377130872,2.7801832021262904,2.7367625253585532,2.760494462448826,2.9789913523549183,3.0894520425425087,3.0729694776156267,3.208013832091777,3.003512800813808,3.3477083293613137,2.9265715899589893,3.594578854174113,3.16003291306902,2.747229191974527,2.6766423096962644,3.1249415838979417,2.93824924352529,3.181261722157765,3.122648939313622,2.980163644405498,2.750565650670096,2.517963276038588,2.8738579885029267,3.2148394761601553,3.056781298623714,2.6162146042751258,3.0461018517606684,3.1006372912209286,2.7385979120500368,3.040995441866802,3.015660462432946,2.652037739116198,3.093675276278428,3.144238409826933,3.266723115393394,3.260131531744386,2.56888237472606,2.7209925079538344,3.132996742486142,3.132688524060369,3.132999806067187,Normal,GSE33630
3,3.44764300380037,3.1933685019594225,3.140133764640193,3.5918628951038123,3.445008703411835,3.173747685704247,3.0207145899074983,3.3806374070289915,3.0282065915189693,3.2524770476434615,3.3209407818045613,3.1211989965286477,3.6287107702795445,3.1620292906101652,2.311004921853508,3.0495752668329397,2.8088628429659432,3.213914915609504,2.767912996856528,2.9686244666638935,3.1305159395665667,3.2170186075886313,2.632164754131051,2.90655357081458,2.865440218218344,2.8114722946629507,3.4125351435218474,3.1055896776747183,2.6108592667225268,3.2290945721303927,3.483265584258162,3.2553040133028097,2.516253487540678,2.8626792865481887,3.307481965675055,2.794622934442717,3.1153211441468467,3.195654859666435,2.7245639022708064,2.9838075434288513,1.6498908621785804,2.692297416208811,2.930008289265599,2.615492862374769,3.3852400857180998,2.549616915651364,2.875766947054414,3.034939499313093,3.345099677388366,2.547500856417181,3.284624526614279,3.002765445266517,2.706582938032717,3.1198799033513858,3.052866151915514,2.8277529200884866,3.018759341282705,2.891813755613627,3.030384818015474,3.168833913397427,3.3755990501223567,Normal,GSE33630
4,3.54906171798235,3.475384361773766,3.498975570344897,3.548944132258188,3.3252247702371878,3.2638379383083826,3.4358680813819724,3.427690290982031,3.212263861843325,3.291019601551716,3.513843612429357,3.1146137223727512,3.3123952498946845,2.9442420812794587,2.939880663448475,3.270254621549864,3.2075999928419874,3.204808130373077,3.3158876289901236,3.005670492395967,3.173595906524414,2.9135308976293506,3.0851271000960674,2.964358967885966,3.0260021872696146,3.1526272818514727,2.7597244834910795,3.477493535875326,2.6984349613244047,2.6273073149452126,3.283501983297931,3.19967140909729,3.1596582017783668,3.1606811597349975,2.996683373396085,2.734247546304625,3.0203611763391307,2.804106736241241,3.2422487774765036,2.9596614720004375,2.7573975740625585,2.9103338008778974,3.1075869744424014,2.838833437069975,2.7584459057579496,3.0644570863604392,3.0647880003473875,2.8559070462386593,2.8665999346283284,3.0614435456441895,2.5429695595282062,2.5579747392989294,2.7912584835059735,2.9410742392598253,3.0817420648924823,3.3523396541370873,3.2151333186555515,2.9560737945496576,2.9948468221956097,2.699597371858704,2.994983386307767,Normal,GSE33630
5,3.250529484182225,3.474084772022088,3.704372526257559,3.6656298007795707,3.7831235572892803,3.3452950863052506,3.3389135824623297,3.157580866682706,3.6732093383749493,3.0839937099059647,3.039852520139337,2.9197576658755526,2.648372572303955,2.8502728588401776,2.7784821593939646,3.0401192825070487,3.0896055970536924,3.4348625434879696,3.2365899311601267,2.834841549245593,2.7338701459403953,3.1272830877558526,2.5896796523368817,3.4258873431258805,3.288234544315936,2.867152498055151,2.44103142621177,3.326365997974731,2.968678815188402,3.301108297826847,2.4875785759313045,2.828009501750697,3.001417751822949,3.01265285340167,2.872809417006909,3.1593506455782503,2.6777493717009917,2.960962161807219,3.032179051268074,3.132849604867774,3.1806924803205536,2.658334175118039,2.5106654387501344,3.309833231546013,3.0872033055783614,2.781836027513537,3.368311301760093,3.0309561011687935,3.288202880959108,3.018149465773213,3.4713333990177633,3.4104783201610025,2.931031291453617,3.2414369696677277,3.164796561713149,3.329546629533513,2.712070726403554,3.174578545685568,3.2611752471847715,2.422741829790939,2.6380998474055364,Normal,GSE33630
6,3.053064936096244,3.486497098009988,3.40842682375499,3.1881541979834847,3.2193582180563225,3.177345084840237,3.229720542979492,3.4347268889018427,2.919841381824835,3.317258347750563,3.1830591506781944,3.097804493311712,3.1457877866092665,2.68865853248734,2.8418777494031935,2.633008723931683,3.4524752094170044,3.0095075812751966,2.7970984447126894,3.0567516941677075,2.9692901194110157,2.938952985339692,3.1572458754678223,3.1916039546881603,2.848847901414928,2.8351707340176233,2.9236098666687282,2.1849525234686746,2.5178333619848745,3.329168297780028,3.387838338065266,2.931010892141489,3.1480938510352408,3.081829629612421,3.6574480765830706,3.274912012371047,2.9649758928254135,2.7151662049671086,2.482933582694772,3.054014120856057,2.779359304308606,2.5525294082057823,2.8135535580213977,2.673031258557209,3.396531139710189,3.2207106454020336,2.9978417445499352,3.3533114627563343,3.020778190582503,2.745898539105901,3.362425859004155,3.1388742631019935,2.687985770451547,2.947571155121477,2.7412669087316934,2.567010033377652,3.231012429872728,3.4415000737609294,2.561240253951776,3.144773059257404,2.812300269129888,Normal,GSE33630
7,3.4881133377694904,3.5602660461732403,2.961298846791175,3.539956723022419,3.4116175244398166,3.5168763617533725,3.0839318231048,2.7143546415713,2.729827722784205,3.3200940328917943,3.2420753022889937,3.031978822859352,3.353190586023972,2.461455193525369,2.9820134047603926,2.628417997696959,2.811932503692792,3.01276495373367,2.746179445799367,2.892034764232251,3.2493602656606773,2.834845124150456,3.210005097690596,2.6565969822707727,3.1366353941381266,3.345162568735392,2.1018293093348914,2.766522466892604,3.1482196050339244,2.944002302863323,3.0970576816784527,2.8266038490956604,3.0232348884593034,2.957261644740284,3.2856497629813943,3.067231054047054,3.0885493742465173,2.8840478046682376,2.8616756613499565,2.8779724561009297,3.1029399606901773,2.8813755186604353,3.076330305737229,3.4741895631541917,3.2182676962791037,2.9089982181317446,3.29304978343264,2.8851617884001186,2.3053323840180937,2.697745030658396,2.3767938267489312,2.9016353530441448,3.0049736863154406,3.3943297418391936,3.0858310046925603,2.939480335584717,3.2085341731013295,2.2275245433708197,3.06236729414436,3.1947643845152616,2.5315987078129694,Normal,GSE33630
8,3.414840032785079,3.6190811243416547,3.5952552890306655,3.2842091047972235,3.333870936152219,3.190756563939447,3.1311581099825196,3.2897046073575242,3.373238025985563,3.0179887653223547,3.396802925492356,3.4824654789520584,3.3467253971133775,3.4349876015837064,2.773852090865052,2.6165971722686843,2.414655033405756,3.3567166136965545,3.166964197568276,2.9848851488256676,3.0738121698511787,2.658043818487842,3.5445630297051496,3.0345382732424673,3.0292924739013225,3.1840660066843336,3.1245785743226717,3.059325169769146,2.7685629900617954,3.122209281840693,3.4360334445005436,3.324541342781528,3.377093192547017,2.8546293530216995,2.703896436948049,2.9655662933343985,3.0149956803632607,3.269225783921742,2.4492452162210125,3.363777397445491,2.9566120857184854,2.879642724439598,2.6964041741217826,2.4640709387577098,3.2070738235551137,3.0196978141911446,2.6005215965766837,2.5986943580735025,2.906183107461253,3.392802675855594,2.9280126557561426,2.5223786040375122,2.931944988103029,2.9242737294945735,1.983557326081042,2.9852376792665036,2.936138165009432,3.1770103700855756,3.4294062918926196,3.2764739671077048,2.9253665752683196,Normal,GSE33630
9,3.3633568386513377,3.6422521344082885,2.6169205781429814,3.612963763512519,3.5704558146770498,2.924867793601248,3.024085028313761,3.2414461367051675,2.930743240610459,3.0808776039870445,3.0575337509098093,3.69612103264991,3.5123157242350658,3.3084966919800647,3.1830907466465304,2.6568217910170495,2.850643346153631,3.1266527462089324,2.6245239966027714,3.1810226428413992,2.9334804657533806,2.8948699008652397,3.1805361702255315,3.1154319883150543,2.898895331945457,3.283772859689951,2.6731957070834067,3.1576748983795206,3.15212692515174,2.913737768003594,3.085628525074967,2.6143163493645343,3.230516689919497,2.9490953894708802,2.8511824382538635,3.2590485451191773,2.7956598353726942,2.5576081191487208,2.5020902784383687,3.1552659212565612,2.603918496976586,3.4103670589117314,2.2860252954588236,3.398444031987228,3.055981042861213,2.9735984798678667,2.8445104661928577,3.104119261422957,2.9897835239114214,3.2712692097554723,3.0305729422100898,3.0400950717571495,2.898127397082878,2.9845130786131127,3.0809479898668317,2.4422129851432786,2.579595772448689,3.1882262176830882,3.0454950713104827,2.949352832955534,3.0049778792354673,Normal,GSE33630
