,EIF2B5,EIF2B2,ANGPT2,CASP3,COL4A1,CD8B,DIO1,ACTA2,CLDN1,CCND1,CD3E,E2F4,ACTG1,DIABLO,CTNNB1,CXCL10,CTLA4,E2F6,EIF4EBP1,CXCL8,AKT1,ELN,ANXA1,EIF2B3,BRAF,E2F1,BRCA1,CD8A,EIF2B4,CDK6,ATM,EIF2S2,CCNB1,CASP9,CDK2,DKC1,CD80,CD3D,CDH1,APC,COL5A1,EIF4A1,CDKN1B,CDKN2A,BAD,DIO2,CLDN3,EIF4A3,E2F5,CDKN1A,ATR,CDK4,BIK,AXIN2,B2M,CD4,AKT3,EIF2B1,CREB3L2,BCL2L2,AXIN1,EIF1AX,E2F2,EGFR,BCL2L1,CHEK1,COL1A2,CLDN4,COL3A1,AXL,ALK,BAX,BCL2A1,CASP8,CD86,BCL2,BAK1,CTGF,E2F8,ACTG2,BRCA2,EIF2S1,CHEK2,CYR61,BCL2L11,AKT2,DLL1,EIF4A2,EIF4E,COL1A1,ACTA1,E2F3,CXCL12,CD45,CDH2,AR,CITED1,E2F7,ANGPT1,ACTB,Subtype
0,0.8232846488157818,0.2011806856089113,0.137503523749935,0.2576820585278704,0.137503523749935,0.137503523749935,1.6229053175162442,0.137503523749935,0.137503523749935,0.7673651194323136,0.137503523749935,0.2629906297458266,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.7009247954135984,0.4620569966897685,0.137503523749935,0.4264917657908617,0.137503523749935,0.137503523749935,0.4381985445748531,0.5892392331059448,0.137503523749935,0.4289398027814515,0.137503523749935,0.3066939153815399,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,1.0477513588245988,0.137503523749935,0.137503523749935,0.844492823176585,0.137503523749935,0.7366366854052258,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.8218214023144526,0.137503523749935,2.0060046988806803,0.5348752414887427,0.137503523749935,0.137503523749935,0.697545080945418,0.137503523749935,0.137503523749935,0.7796036077912705,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.6673957270214039,0.2385276199062032,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.3735134845970014,0.137503523749935,0.2619305890980757,0.2994815330645092,0.137503523749935,0.3259877270176567,0.7671657272223189,0.8086667436462674,0.2579958027011943,0.137503523749935,0.137503523749935,0.3160412049596842,0.137503523749935,0.5359308951567145,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,1.338789450540121,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.306549515232388,0.137503523749935,0.2050800061898547,0.137503523749935,0.137503523749935,Normal
1,0.137503523749935,0.3029253675098072,0.137503523749935,0.7600408041225896,0.137503523749935,0.137503523749935,1.967977236954609,0.137503523749935,0.137503523749935,0.6745243788271181,0.4911416855083967,0.434276225633671,0.137503523749935,0.137503523749935,0.137503523749935,0.4866572654269108,0.247876752660543,0.137503523749935,0.137503523749935,0.137503523749935,0.5227933488040647,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.3374175412124372,0.137503523749935,0.137503523749935,0.137503523749935,0.395895330378971,0.8552308168553502,0.2040525795981038,0.137503523749935,0.137503523749935,0.5784758760550388,0.137503523749935,0.4448543686038433,0.137503523749935,0.137503523749935,0.137503523749935,0.2539019924885069,0.137503523749935,0.3766666931194967,0.137503523749935,0.9090429380235712,2.0495334032746184,0.137503523749935,0.137503523749935,0.137503523749935,0.3276323014613919,0.7246332625136395,0.1991081876114882,0.137503523749935,0.3425840689631242,0.137503523749935,0.399420496403835,0.137503523749935,0.137503523749935,0.2219301375949939,0.137503523749935,0.278899829706403,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.7598629407583805,0.2445045313032987,0.6832076445126682,0.3796999520749504,0.2869375013111473,0.137503523749935,0.137503523749935,0.137503523749935,0.1748669900440188,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.7624919149277725,0.2737111414051497,0.137503523749935,0.137503523749935,0.1620062177294788,0.137503523749935,0.5171064211092423,0.137503523749935,0.3758857004839806,0.137503523749935,0.6818263870462823,0.4180533590948215,0.2215307744305986,0.3103730185139862,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.2142693922156083,0.3947629376272706,0.137503523749935,Normal
2,0.2329672091140749,0.137503523749935,0.4892152153971193,0.1472441695985142,0.2895905668199464,0.137503523749935,2.0753134664502384,1.184993011709106,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.6778621724328308,0.137503523749935,0.4399108056019929,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.2800200198028519,0.137503523749935,0.4280975804529424,0.137503523749935,0.4501485694310072,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.3864231919832168,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.5103533825500076,0.137503523749935,0.137503523749935,0.417039283258336,0.137503523749935,0.137503523749935,0.2835960464984864,0.4155276392652041,0.137503523749935,1.658415572601162,0.3554536780888693,0.137503523749935,0.982893569483985,0.6330886187706755,0.137503523749935,0.7594678914591384,0.137503523749935,0.137503523749935,0.137503523749935,0.5222815980530198,0.3326429976709908,0.137503523749935,0.276668407319791,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.2267792990441027,0.7243095904616846,0.137503523749935,0.137503523749935,0.8114399325693986,0.3371289612666847,0.137503523749935,0.2611053805407843,0.137503523749935,0.3467779536104687,0.137503523749935,0.137503523749935,0.3347194657624314,0.4952306016479216,0.1697147564718034,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.4413274757472916,0.137503523749935,0.137503523749935,0.7215206769016982,0.2169090771919955,0.137503523749935,0.576939472168669,0.137503523749935,0.6861978340014054,0.137503523749935,0.6485875971460738,0.4868947285284466,0.137503523749935,0.137503523749935,Normal
3,0.1442410764500901,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,1.6356872409593015,0.137503523749935,0.2862135092882684,0.4937368081758195,0.137503523749935,0.137503523749935,0.137503523749935,0.3558191750665578,0.3624950677550013,0.7319903317746829,0.137503523749935,0.137503523749935,0.137503523749935,0.47861985338351,0.137503523749935,0.888849450011953,0.137503523749935,0.9053186868165228,0.137503523749935,0.137503523749935,0.137503523749935,0.270203980854206,0.7482833246653291,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.2318533746276627,0.137503523749935,0.4846336958916146,0.71708215535992,0.137503523749935,0.7378483697852618,0.2474407873794021,0.137503523749935,0.1906124955713848,0.137503523749935,0.137503523749935,0.137503523749935,1.744382679301285,0.4339430309167503,0.137503523749935,0.4993449173565851,0.5482997507535405,0.137503523749935,0.6061925247520378,0.137503523749935,0.1769673846168833,0.137503523749935,0.1672180455740166,0.4792904910697936,0.137503523749935,0.137503523749935,0.137503523749935,0.2820063154568044,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.5413509946238408,0.2347099559845361,0.137503523749935,0.137503523749935,0.137503523749935,0.5705399151087737,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.4647680772462684,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.4109505056823849,0.137503523749935,0.7987808359558927,0.2159982551368095,0.137503523749935,0.137503523749935,0.4945640602360778,0.137503523749935,0.137503523749935,0.1456584638833898,0.137503523749935,0.454841004981717,0.137503523749935,0.137503523749935,0.137503523749935,0.1894300147607356,0.137503523749935,0.137503523749935,0.137503523749935,Normal
4,0.6969788215812603,0.3325333883463819,0.137503523749935,0.5271918556756477,0.484455683726081,0.137503523749935,1.3608133484322062,0.137503523749935,0.137503523749935,0.137503523749935,0.2196632857502242,0.5245247865263026,0.2558302323292111,0.137503523749935,0.2619507036915412,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.5828737987174766,0.7399066858482825,0.34054301770302,0.137503523749935,0.137503523749935,0.137503523749935,0.3564496790419831,0.137503523749935,0.6825754134430408,0.3125938167019315,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.2437455217186994,0.158514962163176,0.226405037412909,0.137503523749935,0.137503523749935,0.137503523749935,0.4333100837448645,0.137503523749935,1.021426857509268,0.137503523749935,0.3962918832389596,0.5615459561143704,1.292155153810496,0.3899700161702201,0.137503523749935,0.7014410253609519,0.17005504226347,0.137503523749935,0.137503523749935,0.3128550489417829,0.137503523749935,0.7615746473300009,0.137503523749935,0.3315201026553846,0.137503523749935,0.2545211533437201,0.137503523749935,0.137503523749935,0.9611657328099268,0.137503523749935,0.137503523749935,0.137503523749935,0.5124602268111808,0.137503523749935,0.137503523749935,0.6956615795714025,0.137503523749935,0.8466020888870096,0.6755061597750915,0.137503523749935,0.2030455755766149,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.3416361559067835,0.3573533013741483,0.137503523749935,0.750420806038605,0.137503523749935,0.4947313400026703,0.137503523749935,0.4098362824113112,0.4692953648203611,1.0471750104759725,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.5147069691895402,0.137503523749935,0.137503523749935,0.137503523749935,0.4569875383960167,0.137503523749935,Normal
5,0.137503523749935,0.137503523749935,0.137503523749935,0.1760020482008923,0.3543518285512539,0.137503523749935,1.9274498801302165,0.6368753993576597,0.137503523749935,0.4127075170214546,0.137503523749935,0.7509078558651412,0.5256429712451495,0.137503523749935,0.137503523749935,0.137503523749935,0.1471608741108628,0.137503523749935,0.2542964278161252,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.7063278704359482,0.2341447720631678,0.137503523749935,0.3527784051897775,0.668955527058021,0.137503523749935,0.137503523749935,0.1929057640121749,0.137503523749935,0.5218164799595186,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.2717709670578864,0.222637496046686,2.0260941387715268,0.137503523749935,0.137503523749935,0.137503523749935,0.5714176367922976,0.137503523749935,0.2327285756946524,0.137503523749935,0.137503523749935,0.6492148813213265,0.137503523749935,0.137503523749935,0.6026242175878344,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.1909329506548888,0.137503523749935,0.137503523749935,0.9076707021844048,0.137503523749935,0.2821899613357037,0.296153837862321,0.3470911957528925,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.3727143456969788,0.137503523749935,0.4733352145701118,0.137503523749935,0.4105225657984492,0.137503523749935,0.1487197252969049,0.1692369099908881,0.137503523749935,0.137503523749935,0.4688069619506448,0.1831314662453155,0.6320835188159561,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.7835338457450308,0.137503523749935,0.137503523749935,0.2672125972009168,0.137503523749935,0.508888799477423,0.137503523749935,0.137503523749935,Normal
6,0.137503523749935,0.2445814871765805,0.5713059011753865,0.137503523749935,0.137503523749935,0.1951428234262109,2.1529835110743205,0.137503523749935,0.4221282762166564,0.5789769565673051,0.137503523749935,0.3416526318348813,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.4822296352540547,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.4142292266166748,0.2835249708924009,0.137503523749935,0.137503523749935,0.3620281877912216,0.8586355339750056,0.137503523749935,0.4270427393406579,0.137503523749935,0.137503523749935,0.137503523749935,0.1429969510288417,0.449096448725942,0.1534880921096119,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,2.199063416280416,0.137503523749935,0.137503523749935,0.137503523749935,0.4265724218813471,0.137503523749935,0.137503523749935,0.5147031383330355,0.3955204970562272,0.2662825851947064,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.4355197772958483,0.137503523749935,0.1431303744313991,0.4860492696244305,0.5411857656069475,0.137503523749935,0.2065933681724817,0.137503523749935,0.137503523749935,0.137503523749935,0.3712345197766059,0.63817446532751,0.7372677329769253,0.137503523749935,0.1710854405813612,0.760281811401809,0.137503523749935,0.8240379334062291,0.137503523749935,0.137503523749935,0.137503523749935,0.761103162233961,0.137503523749935,0.137503523749935,0.9258000986257716,0.8192200756038593,0.137503523749935,0.4594812562862407,0.6394207352803096,0.2427710407522963,0.137503523749935,0.137503523749935,0.292871570444988,0.137503523749935,0.137503523749935,0.37732267395252,0.137503523749935,0.4430450674008641,0.137503523749935,0.137503523749935,Normal
7,0.137503523749935,0.137503523749935,0.7328205278621459,0.6680086485361212,0.1867805198613347,0.137503523749935,2.185738763415052,0.137503523749935,0.137503523749935,0.3941043326809274,0.137503523749935,0.137503523749935,0.137503523749935,0.3758730117391647,0.5185537630756089,0.1991895724886756,0.137503523749935,0.3235892952459956,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.2098919567271878,0.137503523749935,0.137503523749935,0.137503523749935,0.4975948557763319,0.137503523749935,0.7825030554344418,0.5955125515979387,0.5651118311318436,0.6205074028365762,0.137503523749935,0.1802287748669289,0.137503523749935,0.137503523749935,0.283386628952835,0.137503523749935,0.137503523749935,0.4868252609493714,0.137503523749935,0.137503523749935,2.222161226542537,0.2781016737145594,0.137503523749935,0.137503523749935,0.2390922923790071,0.479981946200515,0.1724144102506353,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.2055825539657234,0.6260275330731849,0.137503523749935,0.137503523749935,0.3605016513364535,0.137503523749935,0.137503523749935,0.3887536346264664,0.137503523749935,0.993498047148178,0.137503523749935,0.7525427569429726,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.5412131618062036,0.6164608544838637,0.137503523749935,0.1484440736704677,0.4742933784641062,0.137503523749935,0.137503523749935,0.137503523749935,0.1631713027593737,0.137503523749935,0.1757247632683908,0.137503523749935,0.137503523749935,0.137503523749935,0.485057938189323,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.531730567251343,0.137503523749935,0.137503523749935,0.137503523749935,0.3666065842590292,0.137503523749935,Normal
8,0.137503523749935,0.137503523749935,0.137503523749935,0.2132143856557957,0.5628547221575401,0.2530753382035401,1.7641814557177198,1.0971754115664871,0.137503523749935,0.137503523749935,0.1617127648982947,0.137503523749935,0.1902601134892844,0.3629649008756569,0.472527596393391,0.1885704065875137,0.2309790939668499,0.137503523749935,0.3317640644895495,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.2037579687035744,0.6419061670738027,1.0263131254965447,0.2521945006452299,0.3768749931553251,0.3370099841208219,0.137503523749935,0.137503523749935,0.137503523749935,0.2156797457822644,0.137503523749935,0.8288302365974326,0.137503523749935,0.5326977293327833,0.8913573474744129,0.2633479711177997,0.137503523749935,0.809791579298369,1.8731432461391728,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.6654320529225478,1.0957399919850055,0.3978979002938516,0.2903994905320111,0.137503523749935,0.3415038019583726,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,1.0132839975761363,0.2901690527184437,0.137503523749935,0.5055964432948262,0.7130538662513182,0.5405911888065158,0.4505810819870741,0.3987052532094693,0.4703076176274597,0.2469474251557252,0.2847750247145384,0.137503523749935,0.3802491521882339,0.137503523749935,0.2240798995973653,0.2777083686070498,0.137503523749935,0.137503523749935,0.4523776897979994,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.220449395827809,0.137503523749935,0.137503523749935,0.3124461221380121,0.137503523749935,0.137503523749935,Normal
9,0.137503523749935,0.137503523749935,0.137503523749935,0.4130099321876508,0.137503523749935,0.137503523749935,1.622772985838617,0.137503523749935,0.137503523749935,0.3822243476038929,0.137503523749935,0.3579721491581068,0.137503523749935,0.137503523749935,0.137503523749935,0.5321394112914847,0.151577126612655,0.137503523749935,0.4325459512958617,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.357468231920363,0.137503523749935,0.137503523749935,0.2861831364921947,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.4138177357789257,0.726039011541012,0.137503523749935,0.137503523749935,0.7966101161461697,0.137503523749935,0.137503523749935,0.137503523749935,0.1929281447531816,1.9135831843159727,0.6199473364425208,0.137503523749935,0.3237567987954773,0.1967894342379648,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.5935406029939864,0.6031745727128182,0.137503523749935,0.259866084113283,0.137503523749935,0.5687479203697468,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.8972616124039233,0.137503523749935,0.440813753353368,0.2977579121394239,0.191761688820742,0.4356928556978042,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.1738167100447758,0.137503523749935,0.4225333931583093,0.137503523749935,0.137503523749935,0.3415800537782149,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.6832254562129089,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.5985446842810578,0.137503523749935,0.137503523749935,0.2176262533460547,0.1877727964001684,0.3285488539033188,0.1615950371926289,Normal
